S no,Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Air_Quality_Index_PM,Cloudiness, Power_Consumption_in_A_Zone
1338,14.47,78.6,0.076,0.081,0.1,151,0,15173.25228
1339,14.46,78.8,0.079,0.055,0.204,157,0,15432.21884
1340,14.45,78.7,0.079,0.051,0.148,159,0,15913.67781
1341,14.44,78.7,0.081,0.081,0.111,157,0,15829.78723
1342,14.33,78.3,0.078,0.088,0.078,153,0,15527.05167
1343,14.3,77.7,0.081,0.055,0.134,151,0,15206.07903
1344,14.12,77.5,0.08,0.102,0.148,155,0,14881.45897
1345,12.93,77.5,0.08,0.124,0.185,150,0,14972.64438
1346,12.41,78.5,0.078,0.63,0.634,159,0,15362.91793
1347,12.13,78.6,0.081,2.167,2.325,159,0,15891.79331
1348,11.8,79.3,0.079,5.19,5.211,153,0,16165.34954
1349,11.72,80,0.074,11.91,11.62,158,0,16675.98784
1350,11.74,80.2,0.074,17.44,16.87,151,0,16767.17325
1351,11.54,80.1,0.074,25.28,24.26,159,0,17095.44073
1352,11.46,80.9,0.079,28.94,27.78,159,0,17493.00912
1353,11.64,80.8,0.082,38.24,34.34,152,0,17868.69301
1354,11.93,80.2,0.074,134.1,64.64,159,0,18335.56231
1355,12.38,79,0.081,164.5,57.69,159,0,18492.40122
1356,13.22,77.3,0.079,191.1,54.9,151,0,18780.54711
1357,14.45,74,0.077,233,69.06,156,0,19097.87234
1358,14.97,67.32,0.078,291.5,103.1,154,0,19272.94833
1359,15.41,66.39,0.08,337.4,126.8,153,0,19353.19149
1360,15.45,66.89,0.077,330.1,98.3,155,0,19831.00304
1361,15.41,67.76,0.077,314.4,72.8,159,0,19907.59878
1362,15.32,67.76,0.074,329.6,71.2,150,0,19878.41945
1363,15.43,67.69,0.077,356.5,73.3,152,0,20192.09726
1364,15.59,65.69,0.077,357.7,76.9,153,0,20454.71125
1365,15.46,65.52,0.076,300.7,96.8,157,0,20914.28571
1366,15.54,66.12,0.076,363.2,121.4,154,0,21111.2462
1367,15.68,65.52,0.076,413.9,108,157,0,21045.59271
1368,15.81,64.99,0.074,410,89.8,150,0,20903.34347
1369,15.73,65.62,0.073,420.7,114.5,155,0,20866.8693
1370,15.8,65.25,0.076,473.1,108.1,156,0,21260.79027
1371,15.84,63.89,0.076,450.4,123.2,154,0,21370.21277
1372,15.93,64.09,0.076,414.6,128.4,157,0,21388.44985
1373,16.01,63.68,0.074,488.5,110.5,153,0,21235.25836
1374,16.03,63.58,0.078,518.1,108.6,151,0,21443.16109
1375,16.09,63.45,0.074,475,138.3,157,0,21195.13678
1376,16.2,64.05,0.073,521.9,123.1,155,0,21198.78419
1377,16.24,63.68,0.077,496.8,95.8,153,0,21023.70821
1378,16.22,64.15,0.075,484.2,82.7,153,0,20885.10638
1379,16.39,63.55,0.079,484.9,86.7,158,0,20885.10638
1380,16.26,64.15,0.076,473.6,78.1,158,0,20830.39514
1381,16.28,64.05,0.076,461.8,78.6,151,0,21107.59878
1382,16.32,64.02,0.078,458.8,77.2,154,0,21162.31003
1383,16.58,63.15,0.076,449.7,84,155,0,21198.78419
1384,16.23,64.52,0.077,436.7,103.3,154,0,21136.77812
1385,16.27,64.22,0.076,418.6,136.9,155,0,21140.42553
1386,16.22,64.25,0.078,329.8,158.6,154,0,21180.54711
1387,16.05,64.29,0.075,160.1,132.6,154,0,21162.31003
1388,15.82,65.32,0.075,180.7,173.7,153,0,21257.14286
1389,15.83,65.45,0.076,188.5,190.2,150,0,21388.44985
1390,15.82,66.09,0.075,186.6,183.6,152,0,21202.43161
1391,15.81,68.32,0.073,370.4,390.6,158,0,20819.45289
1392,15.91,68.56,0.076,369.9,401.8,151,0,20527.65957
1393,16.03,68.36,0.077,332.3,365.6,159,0,20432.82675
1394,16.02,68.22,0.078,297.5,332.7,157,0,20549.54407
1395,16.04,67.79,0.077,145.3,159.4,151,0,20564.13374
1396,15.72,68.62,0.077,52.75,50.59,150,0,20761.09422
1397,15.63,69.53,0.075,158.5,192.4,151,0,20757.44681
1398,15.78,69.93,0.077,236,266.8,150,0,20958.05471
1399,15.69,69.33,0.078,167.2,195.1,150,0,20804.86322
1400,15.61,69.36,0.08,123.6,147.4,150,0,21275.37994
1401,15.51,69.63,0.077,99.7,120.1,154,0,22252.88754
1402,15.44,69.69,0.078,79.5,96.9,155,0,23974.46809
1403,15.33,70.2,0.075,59.64,73.7,156,0,25725.22796
1404,15.19,70.9,0.076,40.94,50.57,151,0,26556.83891
1405,15.06,71.4,0.079,16.86,17.78,157,0,26640.72948
1406,14.88,72.7,0.077,8.24,8.4,155,0,26903.34347
1407,14.69,73.2,0.076,4.337,4.476,159,0,27133.1307
1408,14.12,75.2,0.092,1.684,1.706,150,0,27049.24012
1409,13.62,76.7,0.077,0.362,0.419,150,0,26870.51672
1410,13.23,78,0.075,0.059,0.119,159,0,26684.49848
1411,12.89,79,0.08,0.077,0.104,158,0,26717.32523
1412,12.61,80,0.074,0.059,0.089,159,0,26691.79331
1413,12.25,81.1,0.076,0.073,0.104,157,0,26629.78723
1414,12.07,81.8,0.072,0.062,0.089,150,0,26451.06383
1415,11.95,82.3,0.076,0.084,0.082,156,0,26294.22492
1416,11.89,82.5,0.075,0.07,0.096,152,0,26009.72644
1417,11.83,82.8,0.073,0.051,0.096,157,0,25958.66261
1418,11.73,83,0.071,0.048,0.1,150,0,26250.45593
1419,11.84,83.2,0.069,0.037,0.111,159,0,26199.3921
1420,11.45,83.6,0.084,0.066,0.104,154,0,26308.81459
1421,11.14,83.6,0.087,0.051,0.111,154,0,26265.04559
1422,11.37,84.3,0.087,0.055,0.096,153,0,26137.38602
1423,11.31,84.1,0.083,0.062,0.108,158,0,25874.77204
1424,11.02,84.9,0.085,,0.104,,0,25597.56839
1425,10.85,85.2,0.084,0.073,0.119,151,0,25353.19149
1426,11.01,86.3,0.082,0.066,0.074,153,0,25086.93009
1427,10.99,86.1,0.082,0.062,0.078,155,0,24933.7386
1428,11.17,86,0.084,0.04,0.096,152,0,24612.76596
1429,11.35,85.9,0.081,0.04,0.152,151,0,24200.6079
1430,11.44,85.2,0.088,0.044,0.085,151,0,23959.87842
1431,11.13,84.6,0.084,,0.145,,0,23493.00912
1432,10.71,85.8,0.081,0.073,0.089,156,0,22905.77508
1433,10.63,86,0.085,0.037,0.134,152,0,22318.54103
1434,10.56,86.2,0.085,0.073,0.126,157,0,21953.79939
1435,10.41,86.2,0.086,0.077,0.126,154,0,21056.53495
1436,10.16,86.8,0.085,0.044,0.082,153,0,20524.01216
1437,10.41,87,0.083,0.055,0.074,152,0,19823.70821
1438,10.39,86.3,0.085,0.077,0.174,152,0,19444.3769
1439,10.13,86.5,0.083,0.073,0.108,152,0,19134.3465
1440,10.24,86.5,0.088,0.066,0.096,153,0,18525.22796
1441,10.25,85.9,0.086,0.073,0.122,158,0,18087.53799
1442,10.15,85.5,0.085,0.066,0.108,156,0,17733.7386
1443,10.05,85.5,0.087,,0.159,,0,17285.10638
1444,10.15,85.3,0.086,0.084,0.134,151,0,16931.30699
1445,10.19,84.7,0.089,0.055,0.141,152,0,16402.43161
1446,9.98,84.6,0.089,0.055,0.134,152,0,15869.90881
1447,9.84,84.6,0.085,0.07,0.085,157,0,15589.05775
1448,9.62,84.6,0.085,0.062,0.126,154,0,15191.48936
1449,9.83,84.7,0.087,,0.115,,0,14874.16413
1450,10.12,84.9,0.086,0.055,0.115,151,0,14520.36474
1451,10.22,84.6,0.089,0.055,0.13,152,0,14257.75076
1452,9.93,84.6,0.087,0.081,0.137,158,0,14122.79635
1453,9.63,85,0.082,0.088,0.13,159,0,14035.25836
1454,9.82,84.8,0.088,0.051,0.145,150,0,13659.57447
1455,10.02,83.1,0.088,0.07,0.148,157,0,13663.22188
1456,10.22,82.6,0.089,0.051,0.111,158,0,13502.73556
1457,10.24,82.3,0.085,0.084,0.126,153,0,13258.35866
1458,10.07,83.1,0.087,0.059,0.137,153,0,13218.23708
1459,9.79,83,0.084,0.04,0.096,150,0,13269.30091
1460,9.1,84,0.084,0.048,0.122,153,0,13251.06383
1461,8.93,84.3,0.082,0.07,0.119,153,0,13112.46201
1462,8.95,84,0.086,0.055,0.126,151,0,13178.1155
1463,9.28,83,0.082,0.081,0.148,156,0,13097.87234
1464,9.41,83.4,0.081,0.062,0.13,154,0,13024.92401
1465,9.23,85.3,0.087,0.055,0.126,156,0,13013.98176
1466,9.49,85.4,0.085,0.077,0.174,155,0,13024.92401
1467,9.67,84.8,0.087,0.044,0.182,155,0,12977.5076
1468,9.92,83.2,0.086,0.077,0.119,153,0,12988.44985
1469,9.55,81.6,0.083,0.07,0.111,153,0,13006.68693
1470,9.29,81.9,0.088,0.059,0.119,155,0,13178.1155
1471,9.59,80.7,0.085,0.088,0.1,154,0,13090.57751
1472,9.7,79,0.084,0.084,0.134,156,0,13236.47416
1473,9.54,76.2,0.085,0.062,0.115,158,0,13218.23708
1474,9.27,74.3,0.083,0.062,0.119,150,0,13535.56231
1475,9.07,77.3,0.082,0.066,0.13,159,0,13484.49848
1476,8.78,79.2,0.084,0.048,0.156,156,0,13907.59878
1477,8.91,81.6,0.085,0.07,0.119,154,0,14403.64742
1478,8.87,81.1,0.084,0.059,0.145,155,0,14403.64742
1479,8.98,78.9,0.083,0.066,0.211,152,0,14203.03951
1480,9.19,76.1,0.082,0.091,0.1,153,0,14133.7386
1481,9.33,76.5,0.086,0.073,0.126,154,0,14035.25836
1482,9.4,77.3,0.087,0.113,0.13,155,0,13659.57447
1483,9.21,79.4,0.083,0.062,0.141,153,0,13130.69909
1484,8.97,80.7,0.085,0.066,0.137,155,0,12922.79635
1485,9.4,80.5,0.086,0.077,0.145,155,0,12415.80547
1486,9.72,79,0.089,0.084,0.126,154,0,12204.25532
1487,10.1,77.4,0.085,0.044,0.141,153,0,12255.31915
1488,10.4,74.1,0.082,0.073,0.115,156,0,12390.27356
1489,10.17,66.83,0.085,0.135,0.134,152,0,12919.14894
1490,9.86,67.53,0.082,0.761,0.705,159,0,13240.12158
1491,9.65,69.43,0.079,3.729,3.694,152,0,13524.62006
1492,9.38,67.13,0.084,9.33,9.05,153,0,13874.77204
1493,9.44,67.33,0.083,17.67,16.97,150,0,14235.86626
1494,9.2,66.82,0.084,24.76,23.16,154,0,14589.66565
1495,9.57,66.13,0.085,67.35,60.83,158,0,15012.76596
1496,9.68,68.23,0.083,90.5,75.3,155,0,15446.80851
1497,9.34,71.1,0.083,111.8,82.1,158,0,16158.05471
1498,9.02,73.1,0.084,142.2,80,159,0,16526.44377
1499,9.24,67.27,0.084,169.9,70.4,155,0,16891.18541
1500,9.93,66.77,0.086,190.7,61.5,158,0,17441.94529
1501,10.42,64.57,0.085,218.6,56.99,151,0,17766.56535
1502,10.74,65.9,0.085,238.8,54.17,150,0,18105.77508
1503,10.74,66.77,0.085,253.7,52.79,154,0,18386.62614
1504,10.9,65.4,0.082,257.4,54.77,150,0,18908.20669
1505,11.43,64.14,0.088,288,60.4,158,0,19232.82675
1506,12.05,63.34,0.086,202.4,76.8,154,0,19659.57447
1507,12.76,60.4,0.081,297.2,81.6,150,0,19896.65653
1508,12.95,58.86,0.085,337.3,78.9,151,0,19903.95137
1509,13.49,57.29,0.086,343.5,84.8,151,0,20097.26444
1510,13.88,57.36,0.085,384.9,82.8,158,0,20345.28875
1511,14.37,56.62,0.083,426.2,78.8,152,0,20629.78723
1512,14.9,53.92,0.083,430.2,71.4,152,0,20626.13982
1513,15.99,54.12,0.081,438.8,73.3,151,0,20793.92097
1514,16.75,53.26,0.084,446.8,77.8,156,0,20954.40729
1515,17.31,53.69,0.083,453.3,81.2,156,0,20961.70213
1516,17.88,51.32,0.083,457.3,83.9,156,0,21038.29787
1517,18.07,51.72,0.084,368.7,95.4,150,0,21147.72036
1518,18.14,51.95,0.082,375.8,117.6,151,0,20571.42857
1519,18.24,50.35,0.083,456.5,135.4,158,0,20239.51368
1520,18.38,47.88,0.084,487.1,158.3,158,0,20115.50152
1521,18.44,47.81,0.085,499.2,176.6,157,0,20122.79635
1522,18.5,47.35,0.084,414.6,162.1,156,0,19940.42553
1523,18.48,46.98,0.082,324.1,204.8,152,0,20305.16717
1524,18.57,47.41,0.085,361.9,248.3,158,0,20170.21277
1525,18.7,46.91,0.089,312.4,238.3,156,0,20166.56535
1526,18.68,46.64,0.087,280.8,222.4,151,0,20086.32219
1527,18.56,44.6,0.085,306.6,215.9,154,0,20089.9696
1528,18.66,44.74,0.084,353.1,224.4,155,0,20283.28267
1529,18.65,44.77,0.082,317.4,215.4,157,0,20188.44985
1530,18.94,45.04,0.085,402.6,280.7,151,0,20079.02736
1531,19.02,44.17,0.087,391.9,332,151,0,20170.21277
1532,19.04,44.84,0.085,361.8,348.9,150,0,20224.92401
1533,19.1,45.61,0.084,347.8,355.2,156,0,20057.14286
1534,19.2,45.74,0.084,345.6,365.9,159,0,20006.07903
1535,19.3,45.14,0.083,329,354.6,155,0,19976.8997
1536,19.44,44.84,0.085,315.7,344.3,153,0,19590.27356
1537,19.48,45.8,0.089,269,292.6,158,0,19634.04255
1538,19.45,46.27,0.084,249.7,272.7,159,0,19674.16413
1539,19.44,45.37,0.088,177,188.4,159,0,19324.01216
1540,19.23,45,0.084,95.8,98,153,0,19218.23708
1541,19.01,45.33,0.085,98.2,100.2,152,0,19302.12766
1542,18.88,48.4,0.085,126.2,130.2,159,0,19254.71125
1543,18.67,48.4,0.086,103.6,105.5,150,0,19531.91489
1544,18.63,46.43,0.086,103.4,109.7,151,0,20075.37994
1545,18.63,45.56,0.084,98.7,108,151,0,20706.38298
1546,18.47,45.36,0.088,75.3,84,153,0,22012.15805
1547,18.28,46.9,0.09,48.89,53.91,150,0,23959.87842
1548,17.89,50.04,0.085,31.33,33.01,151,0,25320.36474
1549,17.7,51.71,0.086,19.01,19.7,157,0,25604.86322
1550,17.62,54.94,0.087,9.47,9.82,157,0,25696.04863
1551,17.08,57.21,0.085,4.015,4.146,159,0,25732.5228
1552,16.8,57.84,0.084,1.237,1.298,152,0,25783.58663
1553,16.83,57.98,0.086,0.264,0.326,157,0,25717.93313
1554,16.65,58.05,0.085,0.073,0.126,157,0,25655.92705
1555,16.33,59.85,0.084,0.04,0.104,151,0,25520.97264
1556,16.44,60.55,0.086,0.066,0.134,157,0,25502.73556
1557,16.28,62.28,0.084,0.055,0.111,156,0,25440.72948
1558,16.06,64.55,0.083,0.077,0.089,150,0,25531.91489
1559,16.03,65.96,0.083,0.055,0.122,159,0,25455.31915
1560,15.78,67.09,0.085,0.07,0.111,154,0,25590.27356
1561,15.84,66.59,0.083,0.062,0.134,154,0,25510.0304
1562,15.98,65.22,0.084,0.073,0.119,151,0,25349.54407
1563,15.77,66.72,0.088,0.084,0.122,151,0,25429.78723
1564,15.15,71.7,0.088,0.051,0.13,150,0,25553.79939
1565,14.53,74.1,0.085,0.051,0.159,152,0,25798.17629
1566,14.06,75.2,0.083,0.073,0.137,152,0,25831.00304
1567,13.79,74,0.084,0.051,0.171,152,0,25827.35562
1568,13.92,73.1,0.085,0.066,0.141,157,0,25838.29787
1569,13.09,71.4,0.09,0.07,0.089,159,0,25520.97264
1570,12.7,73.3,0.086,0.055,0.096,154,0,25612.15805
1571,13.02,74.1,0.086,0.048,0.1,152,0,25473.55623
1572,13.22,74,0.089,0.062,0.119,159,0,24787.84195
1573,13.4,73.4,0.085,0.066,0.104,150,0,24328.26748
1574,13.2,68.09,0.085,,0.104,,0,24164.13374
1575,12.67,67.42,0.087,0.04,0.152,156,0,23875.98784
1576,12.8,68.22,0.086,0.059,0.108,155,0,23376.29179
1577,12.65,71.6,0.085,0.037,0.137,159,0,22748.93617
1578,12.38,73.9,0.084,0.062,0.126,150,0,22227.35562
1579,12.14,76.5,0.085,0.048,0.093,155,0,21632.82675
1580,11.85,76.6,0.085,0.084,0.096,159,0,21089.3617
1581,11.89,75.3,0.086,0.051,0.115,159,0,20582.37082
1582,12.03,70.1,0.086,0.055,0.104,152,0,19973.25228
1583,12.21,69.99,0.085,0.051,0.134,156,0,19597.56839
1584,12.1,71.7,0.085,0.091,0.078,153,0,19276.59574
1585,11.57,72,0.084,0.07,0.1,151,0,18740.42553
1586,11.42,69.69,0.091,0.051,0.148,156,0,18375.68389
1587,11.27,70.9,0.085,0.048,0.111,150,0,17843.16109
1588,11.14,72.8,0.088,0.051,0.145,158,0,17431.00304
1589,10.68,74,0.087,0.073,0.078,159,0,16774.46809
1590,10.55,73.2,0.087,0.081,0.119,156,0,16303.95137
1591,10.4,72.9,0.085,0.055,0.122,153,0,16066.8693
1592,10.65,71.2,0.086,0.051,0.104,152,0,15796.96049
1593,10.8,71.4,0.088,,0.156,,0,15490.57751
1594,10.61,72.5,0.085,0.084,0.13,150,0,15041.94529
1595,9.9,76.1,0.083,0.077,0.104,155,0,14826.74772
1596,9.62,76.8,0.083,0.081,0.156,151,0,14786.62614
1597,10.01,76.5,0.086,0.084,0.137,158,0,14527.65957
1598,10.19,75.8,0.087,0.084,0.137,154,0,14392.70517
1599,10.12,74.4,0.085,0.07,0.134,152,0,14195.74468
1600,10.11,74.8,0.083,0.088,0.082,155,0,13914.89362
1601,9.96,76.1,0.088,0.022,0.185,153,0,13907.59878
1602,9.75,76.5,0.086,0.04,0.141,152,0,13951.36778
1603,9.81,76,0.092,0.055,0.119,151,0,13871.12462
1604,9.98,75.1,0.084,0.044,0.111,150,0,13845.59271
1605,9.91,76.1,0.084,0.073,0.171,154,0,13925.83587
1606,9.53,76.5,0.082,0.051,0.141,155,0,13794.52888
1607,9.16,76.9,0.084,0.051,0.115,159,0,13812.76596
1608,9.06,77,0.086,0.081,0.089,155,0,13696.04863
1609,9.21,76.7,0.081,0.07,0.104,150,0,13750.75988
1610,9.25,75.4,0.09,0.073,0.167,154,0,13706.99088
1611,9.14,75,0.087,0.059,0.115,157,0,13743.46505
1612,9.23,74.9,0.082,0.084,0.115,153,0,13787.23404
1613,9.52,74.2,0.073,0.077,0.152,157,0,13831.00304
1614,9.67,73.2,0.077,0.048,0.152,158,0,13801.82371
1615,9.54,72,0.077,0.073,0.104,151,0,14017.02128
1616,10.03,70.4,0.076,0.04,0.111,152,0,13896.65653
1617,10.12,69.3,0.078,0.051,0.104,156,0,14097.26444
1618,10.33,69,0.075,0.059,0.13,154,0,14348.93617
1619,10.57,68.23,0.076,0.051,0.145,157,0,14400
1620,10.48,67.39,0.076,0.066,0.122,154,0,14746.50456
1621,10.53,67.79,0.077,0.07,0.119,156,0,15596.35258
1622,10.7,68.16,0.075,0.048,0.126,158,0,15454.10334
1623,10.85,68.36,0.074,0.055,0.13,151,0,15534.3465
1624,11.11,67.8,0.077,,0.156,,0,15705.77508
1625,11.22,68.54,0.075,0.066,0.141,156,0,15775.07599
1626,11.42,68.8,0.074,0.066,0.111,155,0,15993.92097
1627,11.59,69.31,0.074,,0.163,,0,16168.99696
1628,11.55,70.8,0.076,0.051,0.137,156,0,16329.48328
1629,11.55,71.1,0.076,0.091,0.134,152,0,16271.12462
1630,11.24,72.1,0.075,0.084,0.104,157,0,15698.48024
1631,11.17,73.4,0.078,0.059,0.137,156,0,15618.23708
1632,10.89,75.7,0.077,0.044,0.111,153,0,15490.57751
1633,10.85,77.8,0.076,0.081,0.126,151,0,15592.70517
1634,11.09,77.7,0.078,0.139,0.219,153,0,15982.97872
1635,11.26,77.5,0.076,0.49,0.464,154,0,16489.9696
1636,11.51,78.6,0.078,1.585,1.539,152,0,16854.71125
1637,11.62,78.8,0.078,2.829,2.845,150,0,17182.97872
1638,11.66,81.6,0.078,4.798,4.647,155,0,17354.40729
1639,13.5,83.7,0.074,10.05,9.61,158,0,17711.8541
1640,13.34,79.5,0.076,16.41,15.69,150,0,17974.46809
1641,14.09,79.9,0.073,37.99,38.14,156,0,18525.22796
1642,14.75,75.6,0.079,58.42,59.21,156,0,19024.92401
1643,14.84,75.3,0.079,39.54,39.65,156,0,19137.99392
1644,15.06,74.7,0.074,47.41,46.76,151,0,19338.60182
1645,15.22,74.2,0.074,108.2,98.6,158,0,19969.60486
1646,15.53,74.1,0.078,289.6,195,150,0,20297.87234
1647,16.03,73,0.077,365.4,223.8,156,0,20564.13374
1648,16.62,71.5,0.08,409.3,223.9,151,0,20797.56839
1649,16.97,67.21,0.079,328,195.8,155,0,21067.4772
1650,16.86,64.47,0.077,183.8,175.4,153,0,21326.44377
1651,16.92,64.47,0.077,199.9,190.7,158,0,21516.10942
1652,17.02,68.81,0.077,228.3,217.6,155,0,21651.06383
1653,16.91,74.1,0.08,253.3,235.6,156,0,21899.08815
1654,16.63,75.2,0.079,254.4,227.4,154,0,22106.99088
1655,16.71,75.1,0.075,391.1,188.2,153,0,22092.40122
1656,17.04,74.1,0.076,444.5,116.9,154,0,22220.06079
1657,17.15,71.7,0.076,353.9,125.2,151,0,22147.11246
1658,17.12,73.3,0.077,373.4,221.2,153,0,22143.46505
1659,17.02,73.7,0.076,577.5,299.8,152,0,22209.11854
1660,17.26,73.4,0.071,606.9,245.8,155,0,22446.20061
1661,17.23,72.9,0.075,502.4,272.8,159,0,22165.34954
1662,17.09,73.2,0.072,334.2,292.8,156,0,21220.66869
1663,17.13,73.4,0.072,634.9,329.2,158,0,21260.79027
1664,17.43,71.5,0.073,666.8,329.7,150,0,21016.41337
1665,17.51,70.4,0.073,709,375.7,151,0,21056.53495
1666,17.61,69.81,0.076,466.6,336,154,0,20720.97264
1667,17.42,70.3,0.074,433.7,311.5,155,0,20476.59574
1668,17.29,70.2,0.074,337.7,189,150,0,20443.769
1669,17.05,71.6,0.072,233.1,204.2,151,0,20538.60182
1670,16.86,72.9,0.072,401,255.6,153,0,20389.05775
1671,16.93,73,0.074,480,258.8,159,0,20447.41641
1672,16.88,73.3,0.075,439.7,259.2,159,0,21020.06079
1673,16.83,73.6,0.073,458.6,334.5,154,0,21600
1674,16.84,73.6,0.074,416.2,348.2,154,0,21479.63526
1675,16.7,72.4,0.071,319,298.9,157,0,21479.63526
1676,16.64,71.9,0.072,274.6,276.7,150,0,21370.21277
1677,16.8,73,0.074,161,162.6,153,0,21406.68693
1678,16.66,72.9,0.072,123.2,122.9,158,0,21311.8541
1679,16.55,72.8,0.072,125.1,126.1,154,0,21129.48328
1680,16.52,73.6,0.072,207.3,212.1,157,0,21009.11854
1681,16.6,73.4,0.072,182.4,187.6,159,0,20618.84498
1682,16.47,73.7,0.073,174.4,179.4,156,0,20363.52584
1683,16.51,74.8,0.07,135.4,139.5,152,0,20334.3465
1684,16.4,74.4,0.073,142.4,148.8,151,0,20305.16717
1685,16.38,73.9,0.073,137.2,146,153,0,20341.64134
1686,16.39,74.1,0.072,145.2,158.5,156,0,20283.28267
1687,16.3,74.3,0.069,104.3,111.9,157,0,20582.37082
1688,16.21,75.8,0.073,70.4,74.6,154,0,21180.54711
1689,16.06,76.8,0.07,65.17,68.05,157,0,21760.48632
1690,16.03,77.6,0.072,61.82,64.9,153,0,23248.63222
1691,15.92,77.6,0.067,46.3,47.95,158,0,25075.98784
1692,15.88,78.6,0.073,27.8,28.38,157,0,26549.54407
1693,15.82,79.1,0.074,20.7,21.14,154,0,26571.42857
1694,15.74,79.4,0.078,12.32,12.59,159,0,26713.67781
1695,15.67,79.6,0.07,3.858,3.894,150,0,26706.38298
1696,15.55,79.5,0.074,1.362,1.435,158,0,26669.90881
1697,15.53,80.1,0.066,0.359,0.389,153,0,26691.79331
1698,15.45,80.9,0.074,0.059,0.167,159,0,26826.74772
1699,15.39,81.7,0.071,0.048,0.145,159,0,26881.45897
1700,15.29,82.3,0.074,0.048,0.096,159,0,26739.20973
1701,15.26,82.3,0.072,0.037,0.104,159,0,26677.20365
1702,15.12,82,0.069,0.077,0.108,153,0,26680.85106
1703,15.12,82.4,0.073,,0.082,,0,26538.60182
1704,15.12,82.9,0.077,0.062,0.085,151,0,26607.90274
1705,15.08,83.5,0.076,0.066,0.159,155,0,26407.29483
1706,15.13,83.5,0.07,0.048,0.115,150,0,26600.6079
1707,15.13,83.5,0.072,0.048,0.167,156,0,26772.03647
1708,15.1,83.5,0.071,0.062,0.134,155,0,26812.15805
1709,15.07,83.6,0.072,0.055,0.13,154,0,26695.44073
1710,15.06,83.7,0.074,0.055,0.13,152,0,26516.71733
1711,15.01,83.7,0.073,0.051,0.137,153,0,26283.28267
1712,15.04,83.7,0.074,0.077,0.13,152,0,26316.10942
1713,15.04,83.5,0.074,0.055,0.126,157,0,25947.72036
1714,15.1,83.5,0.073,0.059,0.137,159,0,25867.4772
1715,15.12,83.6,0.074,0.048,0.145,152,0,25491.79331
1716,15.15,83.4,0.077,0.051,0.152,158,0,24875.37994
1717,15.15,83.3,0.077,0.048,0.137,154,0,24452.27964
1718,15.15,83.3,0.076,0.04,0.145,150,0,24149.54407
1719,15.18,83.3,0.08,0.077,0.137,156,0,23919.75684
1720,15.19,83,0.08,0.051,0.126,158,0,23354.40729
1721,15.2,83.1,0.08,0.07,0.104,157,0,22697.87234
1722,15.18,83.3,0.079,0.062,0.141,159,0,22147.11246
1723,15.18,83.6,0.075,0.04,0.093,158,0,21384.80243
1724,15.17,83.8,0.074,0.044,0.152,157,0,20841.33739
1725,15.16,83.9,0.077,0.062,0.096,154,0,20246.80851
1726,15.16,83.9,0.073,0.048,0.137,153,0,19652.27964
1727,15.18,83.8,0.078,0.055,0.156,159,0,19163.52584
1728,15.16,83.7,0.077,0.073,0.13,159,0,18769.60486
1729,15.18,83.6,0.079,0.048,0.148,151,0,18284.49848
1730,15.17,83.7,0.08,0.073,0.122,150,0,17748.32827
1731,15.18,83.7,0.075,0.051,0.148,151,0,17412.76596
1732,15.2,83.9,0.076,0.062,0.141,155,0,16920.36474
1733,15.17,84.1,0.08,0.051,0.13,158,0,16562.91793
1734,15.13,84.2,0.08,0.059,0.148,153,0,16034.04255
1735,15.09,84.6,0.081,0.055,0.13,153,0,15771.42857
1736,15.02,84.8,0.08,0.048,0.185,156,0,15614.58967
1737,14.94,85.2,0.083,0.037,0.185,158,0,15078.41945
1738,14.9,85.4,0.074,0.055,0.141,154,0,14593.31307
1739,14.9,85.4,0.074,0.066,0.145,157,0,14534.95441
1740,14.89,85.5,0.073,,0.141,,0,14348.93617
1741,14.86,85.7,0.075,0.044,0.137,159,0,14093.61702
1742,14.87,85.7,0.076,,0.159,,0,13816.41337
1743,14.83,85.9,0.08,0.062,0.171,156,0,14137.38602
1744,14.81,85.9,0.08,0.044,0.193,155,0,13841.94529
1745,14.79,86,0.077,0.055,0.148,151,0,13666.8693
1746,14.84,86.1,0.076,0.055,0.152,151,0,13535.56231
1747,14.85,85.9,0.084,0.055,0.159,151,0,13520.97264
1748,14.8,86,0.079,0.037,0.159,159,0,13495.44073
1749,14.71,86.2,0.08,0.059,0.122,154,0,13630.39514
1750,14.61,86.5,0.08,0.055,0.13,151,0,13572.03647
1751,14.38,86.1,0.075,0.04,0.182,157,0,13582.97872
1752,14.37,86.1,0.076,0.048,0.159,155,0,13739.81763
1753,14.19,85.4,0.075,0.044,0.13,153,0,13604.86322
1754,14.04,85.4,0.072,0.04,0.148,156,0,13458.96657
1755,13.88,85.6,0.074,0.059,0.126,153,0,13542.85714
1756,13.77,85.7,0.073,0.066,0.119,157,0,13440.72948
1757,13.73,86,0.079,0.055,0.137,151,0,13305.77508
1758,13.65,85.3,0.076,,0.178,158,0,13422.4924
1759,13.64,85.4,0.078,0.055,0.119,154,0,13608.51064
1760,13.55,84.8,0.075,0.062,0.159,159,0,13765.34954
1761,13.71,85,0.078,0.044,0.108,153,0,13867.4772
1762,13.75,84.6,0.072,0.051,0.148,158,0,13911.2462
1763,13.54,84.7,0.075,0.055,0.178,150,0,14275.98784
1764,13.5,86.1,0.077,0.037,0.189,159,0,14633.43465
